;incidentCategory;neighborhood;datetime;hour;weather
41871;Malicious Mischief;Tenderloin;2023-02-12 03:48:00;03;2023021203
41872;Burglary;Lakeshore;2023-02-12 04:03:00;04;2023021204
41873;Burglary;Marina;2023-02-12 04:37:00;04;2023021204
41874;Larceny Theft;Bayview Hunters Point;2023-02-12 04:45:00;04;2023021204
41875;Offences Against The Family And Children;Treasure Island;2023-02-12 05:00:00;05;2023021205
41876;Burglary;Tenderloin;2023-02-12 05:18:00;05;2023021205
41877;Motor Vehicle Theft;Potrero Hill;2023-02-12 05:30:00;05;2023021205
41878;Burglary;Sunset/Parkside;2023-02-12 06:34:00;06;2023021206
41879;Robbery;Portola;2023-02-12 07:05:00;07;2023021207
41880;Robbery;Portola;2023-02-12 07:05:00;07;2023021207
41881;Larceny Theft;Mission;2023-02-12 07:35:00;07;2023021207
41882;Larceny Theft;Marina;2023-02-12 07:40:00;07;2023021207
41883;Drug Offense;Tenderloin;2023-02-12 07:57:00;07;2023021207
41884;Burglary;Haight Ashbury;2023-02-12 08:00:00;08;2023021208
41885;Larceny Theft;Financial District/South Beach;2023-02-12 08:00:00;08;2023021208
41886;Larceny Theft;Bayview Hunters Point;2023-02-12 08:00:00;08;2023021208
41887;Larceny Theft;Inner Sunset;2023-02-12 08:05:00;08;2023021208
41888;Larceny Theft;Financial District/South Beach;2023-02-12 08:30:00;08;2023021208
41889;Larceny Theft;Bayview Hunters Point;2023-02-12 09:00:00;09;2023021209
41890;Larceny Theft;North Beach;2023-02-12 09:00:00;09;2023021209
41891;Drug Offense;Haight Ashbury;2023-02-12 09:06:00;09;2023021209
41892;Posession of Air Gun;Outer Mission;2023-02-12 09:11:00;09;2023021209
41893;Evading a Police;Bayview Hunters Point;2023-02-12 09:25:00;09;2023021209
41894;Larceny Theft;Tenderloin;2023-02-12 09:50:00;09;2023021209
41895;Motor Vehicle Theft;Tenderloin;2023-02-12 09:50:00;09;2023021209
41896;Malicious Mischief;Outer Richmond;2023-02-12 09:50:00;09;2023021209
41897;Motor Vehicle Theft;Bayview Hunters Point;2023-02-12 10:00:00;10;2023021210
41898;Larceny Theft;Golden Gate Park;2023-02-12 10:00:00;10;2023021210
41899;Motor Vehicle Theft;Bernal Heights;2023-02-12 10:00:00;10;2023021210
41900;Larceny Theft;Russian Hill;2023-02-12 10:30:00;10;2023021210
41901;Larceny Theft;North Beach;2023-02-12 10:30:00;10;2023021210
41902;Larceny Theft;Bayview Hunters Point;2023-02-12 10:30:00;10;2023021210
41903;Larceny Theft;Russian Hill;2023-02-12 10:52:00;10;2023021210
41904;Malicious Mischief;Tenderloin;2023-02-12 10:52:00;10;2023021210
41905;Larceny Theft;Nob Hill;2023-02-12 10:52:00;10;2023021210
41906;Larceny Theft;North Beach;2023-02-12 11:00:00;11;2023021211
41907;Larceny Theft;Outer Richmond;2023-02-12 11:00:00;11;2023021211
41908;Larceny Theft;Russian Hill;2023-02-12 11:08:00;11;2023021211
41909;Motor Vehicle Theft;Financial District/South Beach;2023-02-12 11:10:00;11;2023021211
41910;Weapons Carrying Etc;Tenderloin;2023-02-12 11:13:00;11;2023021211
41911;Drug Offense;Tenderloin;2023-02-12 11:13:00;11;2023021211
41912;Larceny Theft;North Beach;2023-02-12 11:16:00;11;2023021211
41913;Burglary;Marina;2023-02-12 11:17:00;11;2023021211
41914;Burglary;Marina;2023-02-12 11:17:00;11;2023021211
41915;Larceny Theft;Potrero Hill;2023-02-12 11:20:00;11;2023021211
41916;Larceny Theft;Castro/Upper Market;2023-02-12 11:20:00;11;2023021211
41917;Larceny Theft;North Beach;2023-02-12 11:30:00;11;2023021211
41918;Larceny Theft;Outer Richmond;2023-02-12 11:30:00;11;2023021211
41919;Larceny Theft;Western Addition;2023-02-12 11:30:00;11;2023021211
41920;Drug Offense;Tenderloin;2023-02-12 11:40:00;11;2023021211
41921;Larceny Theft;Golden Gate Park;2023-02-12 11:40:00;11;2023021211
41922;Extortion;Bayview Hunters Point;2023-02-12 11:43:00;11;2023021211
41923;Larceny Theft;Russian Hill;2023-02-12 11:52:00;11;2023021211
41924;Larceny Theft;Mission;2023-02-12 12:00:00;12;2023021212
41925;Motor Vehicle Theft;Mission;2023-02-12 12:00:00;12;2023021212
41926;Motor Vehicle Theft;Castro/Upper Market;2023-02-12 12:00:00;12;2023021212
41927;Larceny Theft;Financial District/South Beach;2023-02-12 12:00:00;12;2023021212
41928;Larceny Theft;Golden Gate Park;2023-02-12 12:10:00;12;2023021212
41929;Drug Offense;Tenderloin;2023-02-12 12:37:00;12;2023021212
41930;Larceny Theft;Lincoln Park;2023-02-12 12:43:00;12;2023021212
41931;Larceny Theft;South of Market;2023-02-12 12:45:00;12;2023021212
41932;Larceny Theft;Financial District/South Beach;2023-02-12 12:48:00;12;2023021212
41933;Drug Offense;South of Market;2023-02-12 12:56:00;12;2023021212
41934;Drug Offense;South of Market;2023-02-12 12:56:00;12;2023021212
41935;Larceny Theft;Nob Hill;2023-02-12 13:00:00;13;2023021213
41936;Motor Vehicle Theft;Potrero Hill;2023-02-12 13:03:00;13;2023021213
41937;Larceny Theft;Nob Hill;2023-02-12 13:16:00;13;2023021213
41938;Larceny Theft;South of Market;2023-02-12 13:18:00;13;2023021213
41939;Larceny Theft;Russian Hill;2023-02-12 13:30:00;13;2023021213
41940;Malicious Mischief;Russian Hill;2023-02-12 13:30:00;13;2023021213
41941;Malicious Mischief;Russian Hill;2023-02-12 14:00:00;14;2023021214
41942;Larceny Theft;Russian Hill;2023-02-12 14:00:00;14;2023021214
41943;Larceny Theft;Financial District/South Beach;2023-02-12 14:12:00;14;2023021214
41944;Drug Offense;Mission;2023-02-12 14:28:00;14;2023021214
41945;Drug Offense;Tenderloin;2023-02-12 14:37:00;14;2023021214
41946;Drug Offense;Tenderloin;2023-02-12 14:37:00;14;2023021214
41947;Drug Offense;Tenderloin;2023-02-12 14:38:00;14;2023021214
41948;Assault;Tenderloin;2023-02-12 14:38:00;14;2023021214
41949;Larceny Theft;Castro/Upper Market;2023-02-12 15:00:00;15;2023021215
41950;Motor Vehicle Theft;Financial District/South Beach;2023-02-12 15:00:00;15;2023021215
41951;Assault;Tenderloin;2023-02-12 15:10:00;15;2023021215
41952;Assault;Tenderloin;2023-02-12 15:10:00;15;2023021215
41953;Fraud;Tenderloin;2023-02-12 15:10:00;15;2023021215
41954;Drug Offense;Pacific Heights;2023-02-12 15:39:00;15;2023021215
41955;Assault;Mission;2023-02-12 15:54:00;15;2023021215
41956;Assault;Mission;2023-02-12 15:54:00;15;2023021215
41957;Assault;Mission;2023-02-12 15:54:00;15;2023021215
41958;Assault;Mission;2023-02-12 15:54:00;15;2023021215
41959;Drug Offense;Tenderloin;2023-02-12 16:00:00;16;2023021216
41960;Drug Offense;Tenderloin;2023-02-12 16:00:00;16;2023021216
41961;Larceny Theft;Potrero Hill;2023-02-12 16:00:00;16;2023021216
41962;Drug Offense;Tenderloin;2023-02-12 16:00:00;16;2023021216
41963;Robbery;Financial District/South Beach;2023-02-12 16:04:00;16;2023021216
41964;Assault;Excelsior;2023-02-12 16:24:00;16;2023021216
41965;Larceny Theft;South of Market;2023-02-12 16:40:00;16;2023021216
41966;Malicious Mischief;Mission;2023-02-12 17:01:00;17;2023021217
41967;Larceny Theft;Mission;2023-02-12 17:01:00;17;2023021217
41968;Drug Offense;South of Market;2023-02-12 17:06:00;17;2023021217
41969;Drug Offense;South of Market;2023-02-12 17:06:00;17;2023021217
41970;Larceny Theft;Financial District/South Beach;2023-02-12 17:25:00;17;2023021217
41971;Disorderly Conduct;Mission Bay;2023-02-12 17:27:00;17;2023021217
41972;Malicious Mischief;Mission Bay;2023-02-12 17:27:00;17;2023021217
41973;Drug Offense;Tenderloin;2023-02-12 17:33:00;17;2023021217
41974;Drug Offense;Tenderloin;2023-02-12 17:33:00;17;2023021217
41975;Drug Offense;Tenderloin;2023-02-12 17:33:00;17;2023021217
41976;Malicious Mischief;Mission Bay;2023-02-12 17:36:00;17;2023021217
41977;Drug Offense;Tenderloin;2023-02-12 17:38:00;17;2023021217
41978;Drug Offense;Tenderloin;2023-02-12 17:38:00;17;2023021217
41979;Drug Offense;Tenderloin;2023-02-12 17:38:00;17;2023021217
41980;Motor Vehicle Theft;Treasure Island;2023-02-12 18:00:00;18;2023021218
41981;Motor Vehicle Theft;Lone Mountain/USF;2023-02-12 18:00:00;18;2023021218
41982;Malicious Mischief;Tenderloin;2023-02-12 18:00:00;18;2023021218
41983;Malicious Mischief;Mission Bay;2023-02-12 18:04:00;18;2023021218
41984;Robbery;Mission;2023-02-12 18:10:00;18;2023021218
41985;Assault;Castro/Upper Market;2023-02-12 18:10:00;18;2023021218
41986;Burglary;Financial District/South Beach;2023-02-12 18:30:00;18;2023021218
41987;Larceny Theft;South of Market;2023-02-12 18:30:00;18;2023021218
41988;Larceny Theft;Portola;2023-02-12 18:33:00;18;2023021218
41989;Malicious Mischief;Portola;2023-02-12 18:33:00;18;2023021218
41990;Traffic Violation Arrest;Mission;2023-02-12 18:40:00;18;2023021218
41991;Malicious Mischief;Glen Park;2023-02-12 18:47:00;18;2023021218
41992;Larceny Theft;Sunset/Parkside;2023-02-12 19:00:00;19;2023021219
41993;Motor Vehicle Theft;Hayes Valley;2023-02-12 19:00:00;19;2023021219
41994;Burglary;Presidio Heights;2023-02-12 19:00:00;19;2023021219
41995;Fraud;South of Market;2023-02-12 19:31:00;19;2023021219
41996;Motor Vehicle Theft;Bayview Hunters Point;2023-02-12 20:00:00;20;2023021220
41997;Malicious Mischief;Bernal Heights;2023-02-12 20:00:00;20;2023021220
41998;Assault;Inner Sunset;2023-02-12 20:00:00;20;2023021220
41999;Drug Offense;Western Addition;2023-02-12 20:15:00;20;2023021220
42000;Burglary;Western Addition;2023-02-12 20:15:00;20;2023021220
42001;Motor Vehicle Theft;Western Addition;2023-02-12 20:15:00;20;2023021220
42002;Assault;Western Addition;2023-02-12 20:30:00;20;2023021220
42003;Robbery;Western Addition;2023-02-12 20:30:00;20;2023021220
42004;Assault;Potrero Hill;2023-02-12 20:34:00;20;2023021220
42005;Offences Against The Family And Children;Marina;2023-02-12 20:40:00;20;2023021220
42006;Assault;Marina;2023-02-12 20:40:00;20;2023021220
42007;Malicious Mischief;Marina;2023-02-12 20:40:00;20;2023021220
42008;Motor Vehicle Theft;Mission;2023-02-12 21:00:00;21;2023021221
42009;Malicious Mischief;Portola;2023-02-12 21:00:00;21;2023021221
42010;Malicious Mischief;Treasure Island;2023-02-12 21:00:00;21;2023021221
42011;Burglary;Treasure Island;2023-02-12 21:00:00;21;2023021221
42012;Robbery;West of Twin Peaks;2023-02-12 21:29:00;21;2023021221
42013;Motor Vehicle Theft;Castro/Upper Market;2023-02-12 21:30:00;21;2023021221
42014;Traffic Violation;Inner Sunset;2023-02-12 21:48:00;21;2023021221
42015;Traffic Violation Arrest;Inner Sunset;2023-02-12 21:48:00;21;2023021221
42016;Assault;Mission;2023-02-12 21:50:00;21;2023021221
42017;Weapons Carrying Etc;South of Market;2023-02-12 21:51:00;21;2023021221
42018;Weapons Carrying Etc;South of Market;2023-02-12 21:51:00;21;2023021221
42019;Weapons Carrying Etc;South of Market;2023-02-12 21:51:00;21;2023021221
42020;Assault;Outer Richmond;2023-02-12 22:30:00;22;2023021222
42021;Robbery;South of Market;2023-02-12 22:45:00;22;2023021222
42022;Assault;South of Market;2023-02-12 22:45:00;22;2023021222
42023;Motor Vehicle Theft;Bayview Hunters Point;2023-02-12 23:00:00;23;2023021223
42024;Assault;Hayes Valley;2023-02-12 23:10:00;23;2023021223
42025;Robbery;South of Market;2023-02-12 23:15:00;23;2023021223
42026;Possession Of Burglary Tools;Outer Mission;2023-02-12 23:30:00;23;2023021223
42027;Robbery;South of Market;2023-02-12 23:32:00;23;2023021223
42028;Assault;South of Market;2023-02-12 23:32:00;23;2023021223
42029;Assault;Financial District/South Beach;2023-02-12 23:35:00;23;2023021223
42030;Assault;South of Market;2023-02-12 23:46:00;23;2023021223
42031;Assault;Tenderloin;2023-02-12 23:58:00;23;2023021223
42032;Larceny Theft;Tenderloin;2023-02-12 23:58:00;23;2023021223
42033;Larceny Theft;Castro/Upper Market;2023-02-13 00:00:00;00;2023021300
42034;Motor Vehicle Theft;Chinatown;2023-02-13 00:45:00;00;2023021300
42035;Motor Vehicle Theft;Chinatown;2023-02-13 00:45:00;00;2023021300
42036;Burglary;Sunset/Parkside;2023-02-13 00:45:00;00;2023021300
42037;Burglary;Chinatown;2023-02-13 00:45:00;00;2023021300
42038;Weapons Offense;Tenderloin;2023-02-13 00:49:00;00;2023021300
42039;Traffic Violation;Tenderloin;2023-02-13 01:09:00;01;2023021301
42040;Drug Offense;Tenderloin;2023-02-13 01:09:00;01;2023021301
42041;Traffic Violation Arrest;Tenderloin;2023-02-13 01:09:00;01;2023021301
42042;Motor Vehicle Theft;Noe Valley;2023-02-13 01:30:00;01;2023021301
42043;Arson;North Beach;2023-02-13 01:45:00;01;2023021301
42044;Malicious Mischief;Outer Richmond;2023-02-13 02:10:00;02;2023021302
42045;Burglary;Potrero Hill;2023-02-13 02:21:00;02;2023021302
42046;Traffic Violation Arrest;South of Market;2023-02-13 02:35:00;02;2023021302
42047;Malicious Mischief;Tenderloin;2023-02-13 02:58:00;02;2023021302
42048;Burglary;Tenderloin;2023-02-13 02:58:00;02;2023021302
42049;Burglary;North Beach;2023-02-13 03:29:00;03;2023021303
42050;Burglary;Mission;2023-02-13 03:50:00;03;2023021303
42051;Motor Vehicle Theft;South of Market;2023-02-13 04:26:00;04;2023021304
42052;Larceny Theft;West of Twin Peaks;2023-02-13 04:29:00;04;2023021304
42053;Robbery;Tenderloin;2023-02-13 05:00:00;05;2023021305
42054;Larceny Theft;Castro/Upper Market;2023-02-13 05:10:00;05;2023021305
42055;Trespassing;Russian Hill;2023-02-13 05:51:00;05;2023021305
42056;Malicious Mischief;Russian Hill;2023-02-13 05:51:00;05;2023021305
42057;Trespassing;North Beach;2023-02-13 06:29:00;06;2023021306
42058;Motor Vehicle Theft;Bayview Hunters Point;2023-02-13 06:30:00;06;2023021306
42059;Larceny Theft;Bayview Hunters Point;2023-02-13 06:30:00;06;2023021306
42060;Motor Vehicle Theft;Bayview Hunters Point;2023-02-13 07:00:00;07;2023021307
42061;Larceny Theft;Outer Richmond;2023-02-13 07:00:00;07;2023021307
42062;Burglary;South of Market;2023-02-13 07:25:00;07;2023021307
42063;Malicious Mischief;South of Market;2023-02-13 07:25:00;07;2023021307
42064;Larceny Theft;Outer Mission;2023-02-13 07:30:00;07;2023021307
42065;Motor Vehicle Theft;Bayview Hunters Point;2023-02-13 07:31:00;07;2023021307
42066;Motor Vehicle Theft;Oceanview/Merced/Ingleside;2023-02-13 07:45:00;07;2023021307
42067;Motor Vehicle Theft;Bayview Hunters Point;2023-02-13 08:00:00;08;2023021308
42068;Larceny Theft;Marina;2023-02-13 08:00:00;08;2023021308
42069;Robbery;Western Addition;2023-02-13 08:19:00;08;2023021308
42070;Larceny Theft;North Beach;2023-02-13 08:40:00;08;2023021308
42071;Malicious Mischief;Castro/Upper Market;2023-02-13 08:45:00;08;2023021308
42072;Weapons Offense;Tenderloin;2023-02-13 09:00:00;09;2023021309
42073;Driving While Under The Influence Of Alcohol;Bayview Hunters Point;2023-02-13 09:00:00;09;2023021309
42074;Assault;Tenderloin;2023-02-13 09:00:00;09;2023021309
42075;Forgery And Counterfeiting;Castro/Upper Market;2023-02-13 09:00:00;09;2023021309
42076;Disorderly Conduct;Tenderloin;2023-02-13 09:00:00;09;2023021309
42077;Motor Vehicle Theft;Financial District/South Beach;2023-02-13 09:00:00;09;2023021309
42078;Larceny Theft;Financial District/South Beach;2023-02-13 09:12:00;09;2023021309
42079;Resisting, Delaying, or Obstructing  Peace Officer Duties;Financial District/South Beach;2023-02-13 09:12:00;09;2023021309
42080;Motor Vehicle Theft;Bayview Hunters Point;2023-02-13 09:15:00;09;2023021309
42081;Motor Vehicle Theft;Bayview Hunters Point;2023-02-13 09:31:00;09;2023021309
42082;Weapons Carrying Etc;Visitacion Valley;2023-02-13 09:39:00;09;2023021309
42083;Resisting, Delaying, or Obstructing  Peace Officer Duties;Visitacion Valley;2023-02-13 09:39:00;09;2023021309
42084;Offences Against The Family And Children;Hayes Valley;2023-02-13 09:52:00;09;2023021309
42085;Public Transit Crimes;Tenderloin;2023-02-13 10:00:00;10;2023021310
42086;Assault;Tenderloin;2023-02-13 10:00:00;10;2023021310
42087;Malicious Mischief;North Beach;2023-02-13 10:00:00;10;2023021310
42088;Offences Against The Family And Children;Tenderloin;2023-02-13 10:00:00;10;2023021310
42089;Larceny Theft;Financial District/South Beach;2023-02-13 10:09:00;10;2023021310
42090;Larceny Theft;Japantown;2023-02-13 10:20:00;10;2023021310
42091;Robbery;Japantown;2023-02-13 10:20:00;10;2023021310
42092;Evading a Police;Treasure Island;2023-02-13 10:35:00;10;2023021310
42093;Traffic Violation;Treasure Island;2023-02-13 10:35:00;10;2023021310
42094;Traffic Violation;Treasure Island;2023-02-13 10:35:00;10;2023021310
42095;Assault;Portola;2023-02-13 10:53:00;10;2023021310
42096;Larceny Theft;Mission;2023-02-13 10:59:00;10;2023021310
42097;Larceny Theft;North Beach;2023-02-13 11:00:00;11;2023021311
42098;Larceny Theft;Bayview Hunters Point;2023-02-13 11:00:00;11;2023021311
42099;Larceny Theft;Mission;2023-02-13 11:11:00;11;2023021311
42100;Bomb Threat or False Report of Bomb;Financial District/South Beach;2023-02-13 11:21:00;11;2023021311
42101;Resisting, Delaying, or Obstructing  Peace Officer Duties;Tenderloin;2023-02-13 11:29:00;11;2023021311
42102;Larceny Theft;Bayview Hunters Point;2023-02-13 11:30:00;11;2023021311
42103;Larceny Theft;South of Market;2023-02-13 11:30:00;11;2023021311
42104;Drug Offense;Tenderloin;2023-02-13 11:40:00;11;2023021311
42105;Malicious Mischief;Pacific Heights;2023-02-13 11:40:00;11;2023021311
42106;Drug Offense;Tenderloin;2023-02-13 11:40:00;11;2023021311
42107;Larceny Theft;West of Twin Peaks;2023-02-13 11:55:00;11;2023021311
42108;Assault;Excelsior;2023-02-13 11:58:00;11;2023021311
42109;Assault;Financial District/South Beach;2023-02-13 12:00:00;12;2023021312
42110;Motor Vehicle Theft;Bayview Hunters Point;2023-02-13 12:00:00;12;2023021312
42111;Larceny Theft;Outer Richmond;2023-02-13 12:00:00;12;2023021312
42112;Assault;Mission;2023-02-13 12:26:00;12;2023021312
42113;Assault;Mission;2023-02-13 12:26:00;12;2023021312
42114;Larceny Theft;Tenderloin;2023-02-13 12:30:00;12;2023021312
42115;Larceny Theft;Chinatown;2023-02-13 12:30:00;12;2023021312
42116;Larceny Theft;Bayview Hunters Point;2023-02-13 12:30:00;12;2023021312
42117;Larceny Theft;Financial District/South Beach;2023-02-13 12:35:00;12;2023021312
42118;Larceny Theft;Financial District/South Beach;2023-02-13 12:46:00;12;2023021312
42119;Disorderly Conduct;Lakeshore;2023-02-13 13:15:00;13;2023021313
42120;Drug Offense;Financial District/South Beach;2023-02-13 13:20:00;13;2023021313
42121;Possession Of Burglary Tools;Financial District/South Beach;2023-02-13 13:20:00;13;2023021313
42122;Malicious Mischief;Lone Mountain/USF;2023-02-13 13:20:00;13;2023021313
42123;Burglary;Financial District/South Beach;2023-02-13 13:20:00;13;2023021313
42124;Larceny Theft;Mission;2023-02-13 13:30:00;13;2023021313
42125;Drug Offense;Tenderloin;2023-02-13 13:44:00;13;2023021313
42126;Burglary;Mission;2023-02-13 13:45:00;13;2023021313
42127;Larceny Theft;South of Market;2023-02-13 13:50:00;13;2023021313
42128;Larceny Theft;Mission;2023-02-13 13:52:00;13;2023021313
42129;Resisting, Delaying, or Obstructing  Peace Officer Duties;Mission;2023-02-13 13:52:00;13;2023021313
42130;Larceny Theft;Hayes Valley;2023-02-13 14:15:00;14;2023021314
42131;Larceny Theft;Russian Hill;2023-02-13 14:20:00;14;2023021314
42132;Larceny Theft;Lakeshore;2023-02-13 14:20:00;14;2023021314
42133;Larceny Theft;Bernal Heights;2023-02-13 14:25:00;14;2023021314
42134;Motor Vehicle Theft;Mission;2023-02-13 14:30:00;14;2023021314
42135;Larceny Theft;Financial District/South Beach;2023-02-13 14:38:00;14;2023021314
42136;Drug Offense;South of Market;2023-02-13 14:40:00;14;2023021314
42137;Larceny Theft;Financial District/South Beach;2023-02-13 14:44:00;14;2023021314
42138;Larceny Theft;Financial District/South Beach;2023-02-13 14:44:00;14;2023021314
42139;Larceny Theft;Bayview Hunters Point;2023-02-13 15:00:00;15;2023021315
42140;Assault;Financial District/South Beach;2023-02-13 15:00:00;15;2023021315
42141;Trespassing;Financial District/South Beach;2023-02-13 15:00:00;15;2023021315
42142;Robbery;Mission Bay;2023-02-13 15:00:00;15;2023021315
42143;Motor Vehicle Theft;Bayview Hunters Point;2023-02-13 15:00:00;15;2023021315
42144;Motor Vehicle Theft;Lone Mountain/USF;2023-02-13 15:00:00;15;2023021315
42145;Larceny Theft;South of Market;2023-02-13 15:03:00;15;2023021315
42146;Larceny Theft;Financial District/South Beach;2023-02-13 15:06:00;15;2023021315
42147;Assault;South of Market;2023-02-13 15:30:00;15;2023021315
42148;Motor Vehicle Theft;Outer Richmond;2023-02-13 15:30:00;15;2023021315
42149;Trespassing;Mission Bay;2023-02-13 15:43:00;15;2023021315
42150;Drug Offense;Tenderloin;2023-02-13 15:49:00;15;2023021315
42151;Weapons Carrying Etc;Bayview Hunters Point;2023-02-13 15:55:00;15;2023021315
42152;Weapons Carrying Etc;Bayview Hunters Point;2023-02-13 15:55:00;15;2023021315
42153;Larceny Theft;Financial District/South Beach;2023-02-13 16:00:00;16;2023021316
42154;Larceny Theft;Financial District/South Beach;2023-02-13 16:00:00;16;2023021316
42155;Larceny Theft;South of Market;2023-02-13 16:00:00;16;2023021316
42156;Motor Vehicle Theft;Portola;2023-02-13 16:00:00;16;2023021316
42157;Robbery;Tenderloin;2023-02-13 16:00:00;16;2023021316
42158;Robbery;Bayview Hunters Point;2023-02-13 16:04:00;16;2023021316
42159;Burglary;Bayview Hunters Point;2023-02-13 16:04:00;16;2023021316
42160;Robbery;Bayview Hunters Point;2023-02-13 16:22:00;16;2023021316
42161;Larceny Theft;Mission;2023-02-13 16:26:00;16;2023021316
42162;Larceny Theft;Outer Richmond;2023-02-13 17:00:00;17;2023021317
42163;Motor Vehicle Theft;Noe Valley;2023-02-13 17:00:00;17;2023021317
42164;Assault;Pacific Heights;2023-02-13 17:01:00;17;2023021317
42165;Larceny Theft;Financial District/South Beach;2023-02-13 17:10:00;17;2023021317
42166;Larceny Theft;Japantown;2023-02-13 17:26:00;17;2023021317
42167;Disorderly Conduct;Tenderloin;2023-02-13 17:28:00;17;2023021317
42168;Motor Vehicle Theft;Bayview Hunters Point;2023-02-13 17:30:00;17;2023021317
42169;Larceny Theft;South of Market;2023-02-13 17:30:00;17;2023021317
42170;Offences Against The Family And Children;Treasure Island;2023-02-13 17:30:00;17;2023021317
42171;Motor Vehicle Theft;Tenderloin;2023-02-13 17:30:00;17;2023021317
42172;Larceny Theft;North Beach;2023-02-13 17:30:00;17;2023021317
42173;Larceny Theft;Lone Mountain/USF;2023-02-13 17:30:00;17;2023021317
42174;Malicious Mischief;Bayview Hunters Point;2023-02-13 17:30:00;17;2023021317
42175;Larceny Theft;South of Market;2023-02-13 17:54:00;17;2023021317
42176;Motor Vehicle Theft;Visitacion Valley;2023-02-13 18:00:00;18;2023021318
42177;Larceny Theft;Mission;2023-02-13 18:29:00;18;2023021318
42178;Malicious Mischief;Financial District/South Beach;2023-02-13 18:40:00;18;2023021318
42179;Larceny Theft;Financial District/South Beach;2023-02-13 18:40:00;18;2023021318
42180;Assault;Hayes Valley;2023-02-13 18:42:00;18;2023021318
42181;Larceny Theft;Mission;2023-02-13 19:00:00;19;2023021319
42182;Larceny Theft;Bayview Hunters Point;2023-02-13 19:00:00;19;2023021319
42183;Larceny Theft;Outer Richmond;2023-02-13 19:00:00;19;2023021319
42184;Larceny Theft;Bayview Hunters Point;2023-02-13 19:30:00;19;2023021319
42185;Larceny Theft;Chinatown;2023-02-13 19:50:00;19;2023021319
42186;Larceny Theft;Japantown;2023-02-13 19:55:00;19;2023021319
42187;Larceny Theft;Hayes Valley;2023-02-13 20:00:00;20;2023021320
42188;Larceny Theft;North Beach;2023-02-13 20:00:00;20;2023021320
42189;Larceny Theft;Excelsior;2023-02-13 20:00:00;20;2023021320
42190;Larceny Theft;Western Addition;2023-02-13 20:00:00;20;2023021320
42191;Trespassing;Tenderloin;2023-02-13 20:15:00;20;2023021320
42192;Larceny Theft;Mission Bay;2023-02-13 20:20:00;20;2023021320
42193;Malicious Mischief;South of Market;2023-02-13 20:24:00;20;2023021320
42194;Burglary;South of Market;2023-02-13 20:24:00;20;2023021320
42195;Assault;South of Market;2023-02-13 20:24:00;20;2023021320
42196;Larceny Theft;North Beach;2023-02-13 20:35:00;20;2023021320
42197;Burglary;Tenderloin;2023-02-13 21:00:00;21;2023021321
42198;Burglary;Japantown;2023-02-13 21:00:00;21;2023021321
42199;Motor Vehicle Theft;Lone Mountain/USF;2023-02-13 21:00:00;21;2023021321
42200;Robbery;Portola;2023-02-13 21:00:00;21;2023021321
42201;Larceny Theft;South of Market;2023-02-13 22:00:00;22;2023021322
42202;Larceny Theft;Sunset/Parkside;2023-02-13 22:10:00;22;2023021322
42203;Motor Vehicle Theft;Portola;2023-02-13 22:45:00;22;2023021322
42204;Robbery;Tenderloin;2023-02-13 23:00:00;23;2023021323
42205;Assault;West of Twin Peaks;2023-02-13 23:40:00;23;2023021323
42206;Larceny Theft;Outer Richmond;2023-02-14 00:00:00;00;2023021400
42207;Burglary;Outer Richmond;2023-02-14 00:00:00;00;2023021400
42208;Burglary;Inner Richmond;2023-02-14 00:00:00;00;2023021400
42209;Burglary;Twin Peaks;2023-02-14 01:00:00;01;2023021401
42210;Resisting, Delaying, or Obstructing  Peace Officer Duties;Financial District/South Beach;2023-02-14 01:25:00;01;2023021401
42211;Trespassing;Financial District/South Beach;2023-02-14 01:25:00;01;2023021401
42212;Larceny Theft;Nob Hill;2023-02-14 01:45:00;01;2023021401
42213;Robbery;Tenderloin;2023-02-14 02:10:00;02;2023021402
42214;Burglary;South of Market;2023-02-14 03:23:00;03;2023021403
42215;Burglary;Nob Hill;2023-02-14 03:38:00;03;2023021403
42216;Malicious Mischief;North Beach;2023-02-14 03:59:00;03;2023021403
42217;Trespassing;South of Market;2023-02-14 04:14:00;04;2023021404
42218;Burglary;Mission;2023-02-14 04:28:00;04;2023021404
42219;Fraud;West of Twin Peaks;2023-02-14 05:00:00;05;2023021405
42220;Burglary;Pacific Heights;2023-02-14 05:26:00;05;2023021405
42221;Weapons Offense;Pacific Heights;2023-02-14 05:26:00;05;2023021405
42222;Suicide;Lakeshore;2023-02-14 06:20:00;06;2023021406
42223;Arson;Financial District/South Beach;2023-02-14 06:30:00;06;2023021406
42224;Larceny Theft;Bayview Hunters Point;2023-02-14 06:30:00;06;2023021406
42225;Motor Vehicle Theft;Bayview Hunters Point;2023-02-14 06:30:00;06;2023021406
42226;Larceny Theft;Castro/Upper Market;2023-02-14 06:35:00;06;2023021406
42227;Burglary;Bernal Heights;2023-02-14 07:10:00;07;2023021407
42228;Arson;Mission;2023-02-14 07:12:00;07;2023021407
42229;Malicious Mischief;Western Addition;2023-02-14 07:30:00;07;2023021407
42230;Assault;Western Addition;2023-02-14 07:30:00;07;2023021407
42231;Assault;Western Addition;2023-02-14 07:30:00;07;2023021407
42232;Drug Offense;Tenderloin;2023-02-14 07:45:00;07;2023021407
42233;Larceny Theft;Tenderloin;2023-02-14 07:45:00;07;2023021407
